case_id,collision_date,collision_time,day_of_week,m_primaryrd,m_secondrd,distance,direction,point_x,point_y,collision_severity,number_injured,number_killed,ptyatfault,pcf_viol_category,hit_and_run,type_of_collision,mviw,ped_action,pcf_violation,weather_1,weather_2,road_surface,road_cond_1,road_cond_2,lighting,control_device,partytype1,party_age1,party_sex1,party_dir1,movement1,sobriety1,drug1,veh_type1,veh_year1,veh_make1,safety_eq1,partytype2,party_age2,party_sex2,party_dir2,movement2,sobriety2,drug2,veh_type2,veh_year2,veh_make2,safety_eq2,partytype3,party_age3,party_sex3,party_dir3,movement3,sobriety3,drug3,veh_type3,veh_year3,veh_make3,safety_eq3
8926248,7/10/19,1719,Wednesday,7TH ST,FIGUEROA ST,0,Not Stated,-118.2599022,34.04938507,Complaint of Pain,2,0,1,Pedestrian Right of Way,Felony,Vehicle / Pedestrian,Pedestrian,"In Road, including Shoulder",21950,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,Driver,998,Not Stated,East,Proceeding Straight,Impairment Unknown,Impairment Unknown,Not Stated,    ,-,Not Stated,Pedestrian,43,Male,East,Stopped,Had Not Been Drinking,Not Stated,Pedestrian,,-,Not Stated,Pedestrian,44,Female,Not Stated,Stopped,Had Not Been Drinking,Not Stated,Pedestrian,,-,Not Stated
8926369,6/28/19,2105,Friday,FIGUEROA ST,PICO BLVD,0,Not Stated,-118.2680422,34.04062653,Complaint of Pain,1,0,1,Driving or Bicycling Under the Influence of Alcohol or Drug,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,23152,Raining,Not Stated,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,None,Driver,44,Male,South,Making Left Turn,"Had Been Drinking, Under Influence",Not Stated,Pickup or Panel Truck,2003,CHEVROLET,Air Bag Not Deployed,Driver,30,Male,North,Proceeding Straight,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2009,NISSAN,Air Bag Not Deployed,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8926989,7/10/19,1400,Wednesday,6TH ST,FIGUEROA ST,0,Not Stated,-118.2585221,34.05082321,Complaint of Pain,1,0,1,Improper Turning,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,22100,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,Driver,71,Male,East,Making Left Turn,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,    ,FORD,Air Bag Deployed,Driver,22,Male,East,Proceeding Straight,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2006,LEXUS,Air Bag Not Deployed,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8927010,7/3/19,2110,Wednesday,FIGUEROA ST,18TH ST,0,Not Stated,-118.2713922,34.03541565,Complaint of Pain,1,0,1,Unsafe Speed,No,Rear End,Other Motor Vehicle,No Pedestrian Involved,22350,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,Driver,25,Male,South,Proceeding Straight,"Had Been Drinking, Not Under Influence",Not Stated,Passenger Car/Station Wagon,1998,HONDA,Air Bag Deployed,Driver,44,Male,South,Stopped,"Had Been Drinking, Not Under Influence",Not Stated,Passenger Car/Station Wagon,2004,HONDA,Air Bag Not Deployed,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8927023,7/7/19,1115,Sunday,FIGUEROA ST,PICO BLVD,75,South,-118.2681684,34.04044724,Property Damage Only,0,0,1,Improper Turning,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,22100,Cloudy,Not Stated,Dry,No Unusual Condition,Not Stated,Daylight,None,Driver,23,Male,North,Making Right Turn,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2012,BMW,Air Bag Not Deployed,Driver,56,Male,North,Proceeding Straight,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2015,GILLIG (BUS),Air Bag Not Deployed,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8929206,7/31/19,2220,Wednesday,FIGUEROA ST,WASHINGTON BLVD,100,South,-118.2722176,34.03412247,Complaint of Pain,1,0,1,Unsafe Speed,Felony,Rear End,Other Motor Vehicle,No Pedestrian Involved,22350,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,Driver,998,Not Stated,North,Proceeding Straight,Impairment Unknown,Impairment Unknown,Passenger Car/Station Wagon,2004,NISSAN,Not Stated,Driver,26,Male,North,Proceeding Straight,Had Not Been Drinking,Not Stated,Other Bus,2005,OTHER - DOMESTIC,Air Bag Not Deployed,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8930376,8/9/19,1400,Friday,OLYMPIC BLVD,FIGUEROA ST,0,Not Stated,-118.2639721,34.04497528,Other Visible Injury,1,0,1,Automobile Right of Way,No,Head-On,Other Motor Vehicle,No Pedestrian Involved,21801,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,Driver,29,Male,North,Making Left Turn,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2007,PONTIAC,Air Bag Not Deployed,Driver,22,Male,West,Proceeding Straight,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2014,FORD,Air Bag Not Deployed,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8930388,8/14/19,1847,Wednesday,PICO BLVD,FIGUEROA ST,0,Not Stated,-118.2680422,34.04062653,Complaint of Pain,1,0,1,Automobile Right of Way,No,Head-On,Other Motor Vehicle,No Pedestrian Involved,21801,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,Driver,18,Male,East,Making Left Turn,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2003,FORD,Air Bag Not Deployed,Driver,42,Male,West,Proceeding Straight,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2015,NISSAN,Air Bag Deployed,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8932453,8/23/19,2235,Friday,FIGUEROA ST,VENICE BLVD,284,North,-118.2696444,34.0381546,Property Damage Only,0,0,1,Improper Turning,Misdemeanor,Hit Object,Fixed Object,No Pedestrian Involved,22107,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,Driver,998,Not Stated,North,Ran Off Road,Impairment Unknown,Impairment Unknown,Passenger Car/Station Wagon,2018,INFINITI,Not Stated,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8933124,8/25/19,255,Sunday,FIGUEROA ST,OLYMPIC BLVD,70,South,-118.2641174,34.04482651,Complaint of Pain,1,0,1,Unsafe Speed,Felony,Rear End,Other Motor Vehicle,No Pedestrian Involved,22350,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,Driver,998,Not Stated,North,Proceeding Straight,Impairment Unknown,Impairment Unknown,Not Stated,    ,-,Not Stated,Driver,39,Male,North,Stopped,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2017,VOLKSWAGEN,Air Bag Not Deployed,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8934187,8/26/19,2040,Monday,8TH ST,FIGUEROA ST,0,Not Stated,-118.2612421,34.04793549,Other Visible Injury,1,0,2,Other Hazardous Violation,No,Broadside,Bicycle,No Pedestrian Involved,21657,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,Driver,23,Male,West,Making Right Turn,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2014,JEEP,Air Bag Not Deployed,Bicyclist,29,Female,East,Proceeding Straight,Had Not Been Drinking,Not Stated,Bicycle,,-,Not Stated,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8937204,9/6/19,803,Friday,8TH ST,FIGUEROA ST,0,Not Stated,-118.2612421,34.04793549,Other Visible Injury,1,0,2,Pedestrian Violation,No,Vehicle / Pedestrian,Not Stated,Crossing not at Crosswalk,21456,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,Driver,27,Female,West,Proceeding Straight,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2017,NISSAN,Air Bag Not Deployed,Pedestrian,41,Male,North,Not Stated,Had Not Been Drinking,Not Stated,Pedestrian,,-,Not Stated,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8942899,8/30/19,220,Friday,PICO BLVD,FIGUEROA ST,0,Not Stated,-118.2680422,34.04062653,Property Damage Only,0,0,1,Traffic Signals and Signs,Misdemeanor,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,Driver,998,Not Stated,East,Proceeding Straight,Impairment Unknown,Impairment Unknown,Passenger Car/Station Wagon,2011,SCION,Not Stated,Driver,26,Male,North,Proceeding Straight,Had Not Been Drinking,Not Stated,Other Bus,2005,OTHER - BUS,Not Required,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8943867,6/2/19,2215,Sunday,FIGUEROA ST,6TH ST,200,West,-118.2589305,34.05039597,Complaint of Pain,1,0,1,Pedestrian Violation,No,Vehicle / Pedestrian,Pedestrian,Crossing not at Crosswalk,21456,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,Not Functioning,Pedestrian,30,Male,West,Stopped,Impairment Unknown,Impairment Unknown,Pedestrian,    ,-,Not Stated,Driver,33,Male,North,Stopped,Impairment Unknown,Impairment Unknown,Passenger Car/Station Wagon,2017,NISSAN,Air Bag Not Deployed,Driver,28,Male,North,Proceeding Straight,Impairment Unknown,Impairment Unknown,Passenger Car/Station Wagon,2013,TOYOTA,Air Bag Not Deployed
8945031,9/15/19,1415,Sunday,FIGUEROA ST,7TH ST,152,Not Stated,0,0,Complaint of Pain,5,0,1,Unsafe Speed,No,Rear End,Other Motor Vehicle,No Pedestrian Involved,22350,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,Driver,43,Male,North,Proceeding Straight,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,1998,FORD,Air Bag Deployed,Driver,22,Female,North,Stopped,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2015,MERCEDES-BENZ,Air Bag Not Deployed,Driver,41,Female,North,Stopped,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2019,NISSAN,Air Bag Not Deployed
8948708,9/17/19,2500,Tuesday,FIGUEROA ST,18TH ST,0,Not Stated,-118.2713922,34.03541565,Complaint of Pain,1,0,1,Following Too Closely,No,Rear End,Other Motor Vehicle,No Pedestrian Involved,21703,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Not Stated,Functioning,Driver,33,Male,South,Proceeding Straight,Had Not Been Drinking,Not Stated,Pickup or Panel Truck,2003,CHEVROLET,Air Bag Not Deployed,Driver,50,Female,South,Proceeding Straight,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2019,FORD,Air Bag Not Deployed,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8951112,9/20/19,1530,Friday,FIGUEROA ST,20TH ST,0,Not Stated,-118.2729622,34.03296661,Complaint of Pain,1,0,1,Automobile Right of Way,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21801,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Daylight,None,Driver,20,Female,East,Making Left Turn,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2006,NISSAN,Air Bag Not Deployed,Driver,32,Male,North,Proceeding Straight,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2019,JEEP,Air Bag Not Deployed,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8952731,9/16/19,1320,Monday,FIGUEROA ST,7TH ST,30,South,-118.2599633,34.04932022,Complaint of Pain,1,0,1,Unsafe Speed,No,Rear End,Other Motor Vehicle,No Pedestrian Involved,22350,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Daylight,None,Driver,42,Male,North,Proceeding Straight,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2017,PORSCHE,Not Stated,Driver,49,Male,North,Proceeding Straight,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2005,HONDA,Not Stated,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8952804,8/18/19,2220,Sunday,FIGUEROA ST,9TH ST,0,Not Stated,-118.2628222,34.04620361,Complaint of Pain,2,0,1,Following Too Closely,No,Rear End,Motor Vehicle on other Roadway,No Pedestrian Involved,21703,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,Driver,25,Male,East,Proceeding Straight,"Had Been Drinking, Under Influence",Not Stated,Passenger Car/Station Wagon,2014,TOYOTA,Air Bag Not Deployed,Driver,49,Female,East,Proceeding Straight,Not Stated,Not Stated,Passenger Car/Station Wagon,2018,VOLKSWAGEN,Air Bag Not Deployed,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8952812,8/18/19,1750,Sunday,FIGUEROA ST,18TH ST,0,Not Stated,-118.2713922,34.03541565,Complaint of Pain,1,0,1,Improper Turning,Felony,Broadside,Bicycle,No Pedestrian Involved,22107,Cloudy,Not Stated,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,None,Driver,998,Not Stated,East,Making Right Turn,"Had Been Drinking, Not Under Influence",Not Stated,Not Stated,    ,-,Not Stated,Bicyclist,17,Male,North,Proceeding Straight,"Had Been Drinking, Not Under Influence",Not Stated,Bicycle,,-,Not Stated,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8953361,9/7/19,40,Saturday,9TH ST,FIGUEROA ST,0,Not Stated,-118.2628222,34.04620361,Property Damage Only,0,0,1,Unsafe Lane Change,Misdemeanor,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,21658,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,Driver,998,Not Stated,East,Proceeding Straight,Impairment Unknown,Impairment Unknown,Not Stated,    ,-,Not Stated,Driver,25,Female,East,Making Left Turn,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2013,BMW,Air Bag Not Deployed,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8953487,9/18/19,1830,Wednesday,FIGUEROA ST,23RD ST,0,Not Stated,-118.2743822,34.03078461,Other Visible Injury,1,0,1,Improper Turning,Felony,Not Stated,Bicycle,No Pedestrian Involved,22107,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,Driver,998,Not Stated,North,Making Right Turn,Had Not Been Drinking,Not Stated,Not Stated,    ,-,Not Stated,Bicyclist,51,Male,North,Proceeding Straight,Had Not Been Drinking,Not Stated,Bicycle,,-,Not Stated,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8958456,9/21/19,519,Saturday,FIGUEROA ST,WASHINGTON BLVD,0,Not Stated,-118.2720621,34.03436661,Property Damage Only,0,0,1,Improper Turning,Misdemeanor,Hit Object,Other Motor Vehicle,No Pedestrian Involved,22107,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,None,Driver,998,Not Stated,South,Making Left Turn,Impairment Unknown,Impairment Unknown,Not Stated,    ,-,Not Stated,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8959227,10/12/19,143,Saturday,FIGUEROA ST,ADAMS BLVD,0,Not Stated,-118.2760422,34.02815628,Complaint of Pain,1,0,1,Unsafe Speed,Felony,Broadside,Other Motor Vehicle,No Pedestrian Involved,22350,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,Driver,998,Not Stated,West,Proceeding Straight,Not Applicable,Not Applicable,Not Stated,2019,AUDI,Not Stated,Driver,31,Male,East,Making Left Turn,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2018,KIA,Air Bag Deployed,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8959906,10/19/19,240,Saturday,ADAMS BLVD,FIGUEROA ST,0,Not Stated,-118.2760422,34.02815628,Complaint of Pain,1,0,1,Automobile Right of Way,No,Not Stated,Other Motor Vehicle,No Pedestrian Involved,21801,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,Driver,25,Male,North,Making Left Turn,"Had Been Drinking, Under Influence",Not Stated,Not Stated,2017,MERCEDES-BENZ,Air Bag Not Deployed,Driver,43,Male,West,Proceeding Straight,Had Not Been Drinking,Not Stated,Not Stated,2015,HYUNDAI,Air Bag Deployed,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8960296,9/28/19,2100,Saturday,FIGUEROA ST,ADAMS BLVD,0,Not Stated,-118.2760422,34.02815628,Property Damage Only,0,0,1,Other Improper Driving,No,Rear End,Other Motor Vehicle,No Pedestrian Involved,0,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,None,Driver,27,Male,South,Backing,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2009,AUDI,Air Bag Not Deployed,Driver,50,Male,East,Stopped,Had Not Been Drinking,Not Stated,Emergency Vehicle,2000,FORD,Air Bag Not Deployed,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8963584,9/24/19,730,Tuesday,FIGUEROA ST,ADAMS BLVD,100,North,-118.2758879,34.02839661,Property Damage Only,0,0,1,Unknown,No,Rear End,Other Motor Vehicle,No Pedestrian Involved,23123,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Daylight,None,Driver,17,Male,North,Proceeding Straight,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2016,MINI,Air Bag Not Deployed,Driver,29,Female,North,Stopped,Had Not Been Drinking,Not Stated,Other Bus,2006,OTHER - BUS,Air Bag Not Deployed,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8963686,9/29/19,1455,Sunday,FIGUEROA ST,8TH ST,0,Not Stated,-118.2612421,34.04793549,Complaint of Pain,1,0,1,Automobile Right of Way,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,Driver,34,Male,North,Making Left Turn,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2019,JEEP,Air Bag Not Deployed,Driver,43,Male,South,Proceeding Straight,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2014,TOYOTA,Air Bag Deployed,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8968757,10/13/19,1255,Sunday,FIGUEROA ST,8TH PL,258,South,-118.2627771,34.04624939,Complaint of Pain,1,0,1,Improper Turning,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,22107,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Daylight,None,Driver,20,Male,North,Making Right Turn,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2015,SUBARU,Air Bag Not Deployed,Driver,26,Male,North,Proceeding Straight,Had Not Been Drinking,Not Stated,Other Bus,2005,OTHER - BUS,Air Bag Not Deployed,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8976813,10/14/19,1600,Monday,FIGUEROA ST,WASHINGTON BLVD,200,South,-118.272373,34.03388214,Complaint of Pain,5,0,1,Automobile Right of Way,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21801,Clear,Not Stated,Dry,Other,Not Stated,Daylight,None,Driver,35,Male,South,Making Left Turn,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2019,PORSCHE,Air Bag Deployed,Driver,42,Male,North,Proceeding Straight,Had Not Been Drinking,Not Stated,Other Bus,2015,OTHER - BUS,Not Required,Driver,34,Female,North,Stopped,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2017,TOYOTA,Air Bag Not Deployed
8976841,11/1/19,1616,Friday,FIGUEROA ST,7TH ST,0,Not Stated,-118.2599022,34.04938507,Property Damage Only,0,0,1,Unsafe Lane Change,Misdemeanor,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,21658,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Daylight,Not Stated,Driver,998,Not Stated,North,Proceeding Straight,Not Stated,Not Stated,Not Stated,    ,-,Not Stated,Driver,56,Male,North,Proceeding Straight,Not Stated,Not Stated,Other Bus,2016,OTHER - BUS,Not Required,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8977178,11/2/19,1200,Saturday,FIGUEROA ST,18TH ST,0,Not Stated,-118.2713922,34.03541565,Complaint of Pain,2,0,1,Automobile Right of Way,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21801,Cloudy,Not Stated,Dry,No Unusual Condition,Not Stated,Daylight,None,Driver,73,Male,South,Making Left Turn,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2017,HYUNDAI,Air Bag Not Deployed,Driver,41,Male,North,Proceeding Straight,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2015,VOLKSWAGEN,Air Bag Not Deployed,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8979022,10/16/19,1420,Wednesday,VENICE BLVD,FIGUEROA ST,0,Not Stated,-118.2700821,34.03746414,Complaint of Pain,2,0,2,Wrong Side of Road,No,Sideswipe,Bicycle,No Pedestrian Involved,21651,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,Driver,30,Female,East,Making Left Turn,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2018,MERCEDES-BENZ,Air Bag Not Deployed,Bicyclist,18,Male,North,Proceeding Straight,Had Not Been Drinking,Not Stated,Bicycle,,-,Not Stated,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8979101,10/25/19,450,Friday,FIGUEROA ST,8TH ST,94,North,-118.2610591,34.04814148,Property Damage Only,0,0,1,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,Driver,998,Not Stated,North,Ran Off Road,Impairment Unknown,Impairment Unknown,Not Stated,    ,-,Not Stated,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8986397,10/31/19,1650,Thursday,FIGUEROA ST,23RD ST,0,Not Stated,-118.2743822,34.03078461,Complaint of Pain,2,0,1,Automobile Right of Way,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21801,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Daylight,None,Driver,21,Male,North,Making Left Turn,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2017,FORD,Air Bag Deployed,Driver,34,Female,South,Proceeding Straight,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2019,TOYOTA,Air Bag Not Deployed,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8990924,10/29/19,1200,Tuesday,FIGUEROA ST,23RD ST,0,Not Stated,-118.2743822,34.03078461,Complaint of Pain,2,0,1,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,Clear,Not Stated,Dry,Not Stated,Not Stated,Daylight,Functioning,Driver,76,Male,South,Proceeding Straight,Not Applicable,Not Applicable,Passenger Car/Station Wagon,2005,FORD,Air Bag Deployed,Driver,32,Female,East,Proceeding Straight,Not Applicable,Not Applicable,Passenger Car/Station Wagon,2004,HONDA,Air Bag Not Deployed,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8991000,11/20/19,2050,Wednesday,FIGUEROA ST,9TH ST,60,South,-118.2629514,34.04608154,Complaint of Pain,1,0,1,Improper Turning,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,22100,Cloudy,Not Stated,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,Driver,32,Female,North,Making Left Turn,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2017,TOYOTA,Air Bag Not Deployed,Driver,23,Female,North,Proceeding Straight,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2015,BMW,Air Bag Deployed,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8991985,10/25/19,1305,Friday,ADAMS BLVD,FIGUEROA ST,0,Not Stated,-118.2760422,34.02815628,Other Visible Injury,6,0,1,Automobile Right of Way,No,Not Stated,Other Motor Vehicle,No Pedestrian Involved,21801,Clear,Not Stated,Not Stated,No Unusual Condition,Not Stated,Daylight,Functioning,Driver,50,Male,West,Making Left Turn,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2019,FORD,Air Bag Deployed,Driver,41,Male,East,Ran Off Road,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2001,NISSAN,Air Bag Deployed,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8992842,10/29/19,1730,Tuesday,FIGUEROA ST,11TH ST,100,North,-118.2650049,34.04389572,Complaint of Pain,1,0,1,Automobile Right of Way,No,Broadside,Other Object,No Pedestrian Involved,21801,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,Driver,25,Male,North,Making Right Turn,Had Not Been Drinking,Not Stated,Passenger Car/Station Wagon,2010,NISSAN,Air Bag Not Deployed,Other,998,Not Stated,North,Proceeding Straight,Had Not Been Drinking,Not Stated,Other Vehicle,,OTHER - MOPED,Not Stated,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
8992984,10/15/19,1540,Tuesday,ADAMS BLVD,FIGUEROA ST,0,Not Stated,-118.2760422,34.02815628,Property Damage Only,0,0,1,Improper Turning,Misdemeanor,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,22107,Clear,Not Stated,Dry,No Unusual Condition,Not Stated,Daylight,None,Driver,998,Not Stated,West,Changing Lanes,Impairment Unknown,Impairment Unknown,Not Stated,    ,-,Not Stated,Driver,27,Male,West,Proceeding Straight,Had Not Been Drinking,Not Stated,Not Stated,2017,HONDA,Air Bag Not Deployed,Not Stated,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,Not Stated
